Datetime,Motor current(mA),Motor Voltage(10mV),Motor electrodynamic force,Door opening time(.1s),Door closing time(.1s),Close command,Open command,DCSR,DCSL,DLSR,DLSL,Door Opened,Door Locked,Door is opening,Door is closing,Door leaf position
2023-7-5-0-34-47-356,312,2600,545,24,34,1,0,0,0,0,0,0,0,0,1,23
2023-7-5-0-34-47-376,315,2600,545,24,34,1,0,0,0,0,0,0,0,0,1,21
2023-7-5-0-34-47-396,306,2600,545,24,34,1,0,0,0,0,0,0,0,0,1,19
2023-7-5-0-34-47-416,291,2600,557,24,34,1,0,0,0,0,0,0,0,0,1,16
2023-7-5-0-34-47-436,282,2600,549,24,34,1,0,0,0,0,0,0,0,0,1,14
2023-7-5-0-34-47-456,300,2600,539,24,34,1,0,0,0,0,0,0,0,0,1,12
2023-7-5-0-34-47-476,461,2600,470,24,34,1,0,1,1,0,0,0,0,0,1,9
2023-7-5-0-34-47-496,929,3100,361,24,34,1,0,1,1,0,0,0,0,0,1,7
2023-7-5-0-34-47-516,1496,4000,299,24,34,1,0,1,1,0,0,0,0,0,1,6
2023-7-5-0-34-47-536,1755,4900,396,24,34,1,0,1,1,0,0,0,0,0,1,4
2023-7-5-0-34-47-556,1628,4700,411,24,34,1,0,1,1,0,0,0,0,0,1,3
2023-7-5-0-34-47-576,2031,5000,291,24,34,1,0,1,1,0,0,0,0,0,1,1
2023-7-5-0-34-47-596,2169,4700,141,24,35,1,0,1,1,0,0,0,0,0,1,0
2023-7-5-0-34-47-616,2014,4100,69,24,35,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-34-47-636,1969,4000,54,24,35,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-34-47-656,1984,4000,35,24,35,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-34-47-676,1990,3900,0,24,35,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-34-47-696,1981,3900,0,24,35,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-34-47-716,1996,3900,0,24,35,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-34-47-736,2005,3900,0,24,35,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-34-47-756,1993,3900,0,24,35,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-34-47-776,2002,3900,0,24,35,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-34-47-796,2005,3900,0,24,35,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-35-1-654,97,300,29,24,34,0,1,1,1,1,1,0,0,1,0,0
2023-7-5-0-35-1-674,191,500,34,24,34,0,1,1,1,1,1,0,0,1,0,0
2023-7-5-0-35-1-694,297,700,37,24,34,0,1,1,1,1,1,0,0,1,0,0
2023-7-5-0-35-1-714,420,1100,52,24,34,0,1,1,1,1,1,0,0,1,0,0
2023-7-5-0-35-1-734,553,1400,57,24,34,0,1,1,1,1,1,0,0,1,0,1
2023-7-5-0-35-1-754,641,1700,101,24,34,0,1,1,1,1,1,0,0,1,0,1
2023-7-5-0-35-1-774,703,2000,147,24,34,0,1,1,1,1,1,0,0,1,0,1
2023-7-5-0-35-1-794,747,2300,195,24,34,0,1,1,1,1,1,0,0,1,0,2
2023-7-5-0-35-1-814,667,2600,319,24,34,0,1,1,1,1,1,0,0,1,0,3
2023-7-5-0-35-1-834,535,2700,419,24,34,0,1,1,1,1,1,0,0,1,0,4
2023-7-5-0-35-1-854,626,2900,420,24,34,0,1,1,1,0,0,0,0,1,0,5
2023-7-5-0-35-1-874,855,3500,437,24,34,0,1,1,1,0,0,0,0,1,0,7
2023-7-5-0-35-1-894,1193,4200,442,24,34,0,1,1,1,0,0,0,0,1,0,9
2023-7-5-0-35-1-914,1505,5100,496,24,34,0,1,1,1,0,0,0,0,1,0,11
2023-7-5-0-35-1-934,1781,6000,562,24,34,0,1,1,1,0,0,0,0,1,0,13
2023-7-5-0-35-1-954,1984,6700,649,24,34,0,1,1,1,0,0,0,0,1,0,15
2023-7-5-0-35-1-974,2149,7400,733,24,34,0,1,1,1,0,0,0,0,1,0,18
2023-7-5-0-35-1-994,2255,8100,859,24,34,0,1,1,1,0,0,0,0,1,0,21
2023-7-5-0-35-2-14,2346,8800,996,24,34,0,1,1,1,0,0,0,0,1,0,25
2023-7-5-0-35-2-34,2372,9400,1127,24,34,0,1,1,0,0,0,0,0,1,0,29
2023-7-5-0-35-2-54,2325,9700,1238,24,34,0,1,0,0,0,0,0,0,1,0,33
2023-7-5-0-35-2-74,2210,9900,1356,24,34,0,1,0,0,0,0,0,0,1,0,38
2023-7-5-0-35-2-94,2090,10000,1464,24,34,0,1,0,0,0,0,0,0,1,0,44
2023-7-5-0-35-2-114,1946,10100,1574,24,34,0,1,0,0,0,0,0,0,1,0,50
2023-7-5-0-35-2-134,1781,10200,1694,24,34,0,1,0,0,0,0,0,0,1,0,57
2023-7-5-0-35-2-154,1667,10300,1779,24,34,0,1,0,0,0,0,0,0,1,0,64
2023-7-5-0-35-2-174,1540,10300,1856,24,34,0,1,0,0,0,0,0,0,1,0,71
2023-7-5-0-35-2-194,1423,10400,1941,24,34,0,1,0,0,0,0,0,0,1,0,79
2023-7-5-0-35-2-214,1329,10400,2004,24,34,0,1,0,0,0,0,0,0,1,0,87
2023-7-5-0-35-2-234,1238,10400,2067,24,34,0,1,0,0,0,0,0,0,1,0,96
2023-7-5-0-35-2-254,1161,10500,2119,24,34,0,1,0,0,0,0,0,0,1,0,104
2023-7-5-0-35-2-274,1052,10400,2157,24,34,0,1,0,0,0,0,0,0,1,0,113
2023-7-5-0-35-2-294,932,10200,2177,24,34,0,1,0,0,0,0,0,0,1,0,122
2023-7-5-0-35-2-314,808,10000,2205,24,34,0,1,0,0,0,0,0,0,1,0,132
2023-7-5-0-35-2-334,703,9800,2211,24,34,0,1,0,0,0,0,0,0,1,0,141
2023-7-5-0-35-2-354,620,9700,2223,24,34,0,1,0,0,0,0,0,0,1,0,150
2023-7-5-0-35-2-374,558,9500,2217,24,34,0,1,0,0,0,0,0,0,1,0,160
2023-7-5-0-35-2-394,517,9400,2210,24,34,0,1,0,0,0,0,0,0,1,0,169
2023-7-5-0-35-2-414,494,9400,2212,24,34,0,1,0,0,0,0,0,0,1,0,179
2023-7-5-0-35-2-434,467,9300,2220,24,34,0,1,0,0,0,0,0,0,1,0,188
2023-7-5-0-35-2-454,444,9200,2214,24,34,0,1,0,0,0,0,0,0,1,0,197
2023-7-5-0-35-2-474,432,9200,2217,24,34,0,1,0,0,0,0,0,0,1,0,207
2023-7-5-0-35-2-494,417,9100,2204,24,34,0,1,0,0,0,0,0,0,1,0,216
2023-7-5-0-35-2-514,420,9100,2200,24,34,0,1,0,0,0,0,0,0,1,0,225
2023-7-5-0-35-2-534,423,9100,2189,24,34,0,1,0,0,0,0,0,0,1,0,235
2023-7-5-0-35-2-554,426,9100,2193,24,34,0,1,0,0,0,0,0,0,1,0,244
2023-7-5-0-35-2-574,426,9100,2193,24,34,0,1,0,0,0,0,0,0,1,0,253
2023-7-5-0-35-2-594,414,9100,2192,24,34,0,1,0,0,0,0,0,0,1,0,263
2023-7-5-0-35-2-614,400,9100,2187,24,34,0,1,0,0,0,0,0,0,1,0,272
2023-7-5-0-35-2-634,397,9100,2194,24,34,0,1,0,0,0,0,0,0,1,0,281
2023-7-5-0-35-2-654,391,9000,2186,24,34,0,1,0,0,0,0,0,0,1,0,291
2023-7-5-0-35-2-674,391,9000,2186,24,34,0,1,0,0,0,0,0,0,1,0,300
2023-7-5-0-35-2-694,388,9000,2186,24,34,0,1,0,0,0,0,0,0,1,0,309
2023-7-5-0-35-2-714,379,9000,2180,24,34,0,1,0,0,0,0,0,0,1,0,319
2023-7-5-0-35-2-734,376,9000,2180,24,34,0,1,0,0,0,0,0,0,1,0,328
2023-7-5-0-35-2-754,385,9000,2176,24,34,0,1,0,0,0,0,0,0,1,0,337
2023-7-5-0-35-2-774,385,9000,2180,24,34,0,1,0,0,0,0,0,0,1,0,346
2023-7-5-0-35-2-794,382,9000,2172,24,34,0,1,0,0,0,0,0,0,1,0,356
2023-7-5-0-35-2-814,385,9000,2176,24,34,0,1,0,0,0,0,0,0,1,0,365
2023-7-5-0-35-2-834,385,8900,2172,24,34,0,1,0,0,0,0,0,0,1,0,374
2023-7-5-0-35-2-854,394,9000,2170,24,34,0,1,0,0,0,0,0,0,1,0,383
2023-7-5-0-35-2-874,397,9000,2170,24,34,0,1,0,0,0,0,0,0,1,0,392
2023-7-5-0-35-2-894,400,9000,2159,24,34,0,1,0,0,0,0,0,0,1,0,402
2023-7-5-0-35-2-914,397,9000,2170,24,34,0,1,0,0,0,0,0,0,1,0,411
2023-7-5-0-35-2-934,385,8900,2172,24,34,0,1,0,0,0,0,0,0,1,0,420
2023-7-5-0-35-2-954,373,8900,2171,24,34,0,1,0,0,0,0,0,0,1,0,429
2023-7-5-0-35-2-974,356,8900,2170,24,34,0,1,0,0,0,0,0,0,1,0,438
2023-7-5-0-35-2-994,341,8800,2157,24,34,0,1,0,0,0,0,0,0,1,0,448
2023-7-5-0-35-3-14,335,8800,2160,24,34,0,1,0,0,0,0,0,0,1,0,457
2023-7-5-0-35-3-34,306,8800,2162,24,34,0,1,0,0,0,0,0,0,1,0,466
2023-7-5-0-35-3-54,294,8700,2149,24,34,0,1,0,0,0,0,0,0,1,0,475
2023-7-5-0-35-3-74,291,8600,2143,24,34,0,1,0,0,0,0,0,0,1,0,484
2023-7-5-0-35-3-94,273,8600,2138,24,34,0,1,0,0,0,0,0,0,1,0,493
2023-7-5-0-35-3-114,244,8500,2135,24,34,0,1,0,0,0,0,0,0,1,0,503
2023-7-5-0-35-3-134,218,8400,2117,24,34,0,1,0,0,0,0,0,0,1,0,512
2023-7-5-0-35-3-154,197,8300,2102,24,34,0,1,0,0,0,0,0,0,1,0,521
2023-7-5-0-35-3-174,170,8200,2088,24,34,0,1,0,0,0,0,0,0,1,0,530
2023-7-5-0-35-3-194,144,8000,2062,24,34,0,1,0,0,0,0,0,0,1,0,538
2023-7-5-0-35-3-214,123,7900,2044,24,34,0,1,0,0,0,0,0,0,1,0,547
2023-7-5-0-35-3-234,97,7700,2009,24,34,0,1,0,0,0,0,0,0,1,0,556
2023-7-5-0-35-3-254,79,7500,1979,24,34,0,1,0,0,0,0,0,0,1,0,564
2023-7-5-0-35-3-274,62,7400,1946,24,34,0,1,0,0,0,0,0,0,1,0,573
2023-7-5-0-35-3-294,44,7400,1948,24,34,0,1,0,0,0,0,0,0,1,0,585
2023-7-5-0-35-3-314,41,5900,1765,24,34,0,1,0,0,0,0,0,0,1,0,589
2023-7-5-0-35-3-334,38,5100,1677,24,34,0,1,0,0,0,0,0,0,1,0,597
2023-7-5-0-35-3-354,47,4000,1563,24,34,0,1,0,0,0,0,0,0,1,0,605
2023-7-5-0-35-3-374,59,2700,1427,24,34,0,1,0,0,0,0,0,0,1,0,611
2023-7-5-0-35-3-394,62,2000,1300,24,34,0,1,0,0,0,0,0,0,1,0,618
2023-7-5-0-35-3-414,62,1600,1167,24,34,0,1,0,0,0,0,0,0,1,0,626
2023-7-5-0-35-3-434,53,1300,1017,24,34,0,1,0,0,0,0,0,0,1,0,628
2023-7-5-0-35-3-454,41,1100,866,24,34,0,1,0,0,0,0,0,0,1,0,633
2023-7-5-0-35-3-474,29,1000,691,24,34,0,1,0,0,0,0,0,0,1,0,638
2023-7-5-0-35-3-494,18,1200,611,24,34,0,1,0,0,0,0,0,0,1,0,640
2023-7-5-0-35-3-514,9,1300,519,24,34,0,1,0,0,0,0,0,0,1,0,644
2023-7-5-0-35-3-534,138,1800,583,24,34,0,1,0,0,0,0,0,0,1,0,645
2023-7-5-0-35-3-554,282,2400,479,24,34,0,1,0,0,0,0,0,0,1,0,648
2023-7-5-0-35-3-574,414,2600,468,24,34,0,1,0,0,0,0,0,0,1,0,650
2023-7-5-0-35-3-594,573,2800,438,24,34,0,1,0,0,0,0,0,0,1,0,652
2023-7-5-0-35-3-614,626,3000,452,24,34,0,1,0,0,0,0,0,0,1,0,654
2023-7-5-0-35-3-634,588,3000,465,24,34,0,1,0,0,0,0,0,0,1,0,656
2023-7-5-0-35-3-654,523,2900,486,24,34,0,1,0,0,0,0,0,0,1,0,658
2023-7-5-0-35-3-674,409,2700,511,24,34,0,1,0,0,0,0,0,0,1,0,660
2023-7-5-0-35-3-694,309,2600,518,24,34,0,1,0,0,0,0,0,0,1,0,662
2023-7-5-0-35-3-714,229,2400,534,24,34,0,1,0,0,0,0,0,0,1,0,664
2023-7-5-0-35-3-734,168,2300,532,24,34,0,1,0,0,0,0,0,0,1,0,666
2023-7-5-0-35-3-754,123,2200,532,24,34,0,1,0,0,0,0,0,0,1,0,669
2023-7-5-0-35-3-774,94,2100,509,24,34,0,1,0,0,0,0,0,0,1,0,671
2023-7-5-0-35-3-794,79,2000,491,24,34,0,1,0,0,0,0,0,0,1,0,673
2023-7-5-0-35-3-814,71,1900,471,24,34,0,1,0,0,0,0,0,0,1,0,675
2023-7-5-0-35-3-834,68,1800,466,24,34,0,1,0,0,0,0,0,0,1,0,677
2023-7-5-0-35-3-854,62,1800,454,24,34,0,1,0,0,0,0,0,0,1,0,679
2023-7-5-0-35-3-874,62,1700,434,24,34,0,1,0,0,0,0,0,0,1,0,681
2023-7-5-0-35-3-894,68,1700,422,24,34,0,1,0,0,0,0,0,0,1,0,683
2023-7-5-0-35-3-914,76,1600,407,24,34,0,1,0,0,0,0,0,0,1,0,684
2023-7-5-0-35-3-934,82,1600,392,24,34,0,1,0,0,0,0,0,0,1,0,686
2023-7-5-0-35-3-954,94,1600,381,24,34,0,1,0,0,0,0,0,0,1,0,688
2023-7-5-0-35-3-974,103,1600,377,24,34,0,1,0,0,0,0,0,0,1,0,689
2023-7-5-0-35-3-994,135,1500,333,24,34,0,1,0,0,0,0,0,0,1,0,691
2023-7-5-0-35-4-14,350,1600,237,24,34,0,1,0,0,0,0,0,0,1,0,692
2023-7-5-0-35-4-34,670,2100,181,24,34,0,1,0,0,0,0,0,0,1,0,693
2023-7-5-0-35-4-54,1035,2800,139,24,34,0,1,0,0,0,0,0,0,1,0,694
2023-7-5-0-35-4-74,1393,3400,113,24,34,0,1,0,0,0,0,0,0,1,0,695
2023-7-5-0-35-4-94,1702,4100,110,24,34,0,1,0,0,0,0,0,0,1,0,695
2023-7-5-0-35-4-114,1902,4500,110,24,34,0,1,0,0,0,0,0,0,1,0,696
2023-7-5-0-35-4-134,2078,4800,78,24,34,0,1,0,0,0,0,0,0,1,0,696
2023-7-5-0-35-4-154,2196,5000,58,24,34,0,1,0,0,0,0,0,0,1,0,696
2023-7-5-0-35-4-174,2278,5100,46,24,34,0,1,0,0,0,0,0,0,1,0,696
2023-7-5-0-35-4-194,2343,5200,32,23,34,0,1,0,0,0,0,0,0,1,0,697
2023-7-5-0-35-4-214,2384,5300,28,23,34,0,1,0,0,0,0,0,0,1,0,697
2023-7-5-0-35-4-234,2413,5300,0,23,34,0,1,0,0,0,0,0,0,1,0,697
2023-7-5-0-35-4-254,2434,5400,0,23,34,0,1,0,0,0,0,0,0,1,0,697
2023-7-5-0-35-4-274,2452,5400,0,23,34,0,1,0,0,0,0,0,0,1,0,697
2023-7-5-0-35-4-294,2472,5400,0,23,34,0,1,0,0,0,0,0,0,1,0,697
2023-7-5-0-35-4-314,2484,5500,0,23,34,0,1,0,0,0,0,0,0,1,0,697
2023-7-5-0-35-4-334,2490,5500,0,23,34,0,1,0,0,0,0,0,0,1,0,697
2023-7-5-0-35-4-354,2493,5500,0,23,34,0,1,0,0,0,0,0,0,1,0,697
2023-7-5-0-35-4-374,2496,5500,0,23,34,0,1,0,0,0,0,0,0,1,0,697
2023-7-5-0-35-4-394,2496,5500,0,23,34,0,1,0,0,0,0,1,0,1,0,697
2023-7-5-0-35-40-152,115,400,53,23,35,1,0,0,0,0,0,0,0,0,1,700
2023-7-5-0-35-40-172,132,500,89,23,35,1,0,0,0,0,0,0,0,0,1,700
2023-7-5-0-35-40-192,176,700,108,23,35,1,0,0,0,0,0,0,0,0,1,700
2023-7-5-0-35-40-212,317,1000,114,23,35,1,0,0,0,0,0,0,0,0,1,699
2023-7-5-0-35-40-232,494,1500,142,23,35,1,0,0,0,0,0,0,0,0,1,699
2023-7-5-0-35-40-252,658,2000,192,23,35,1,0,0,0,0,0,0,0,0,1,698
2023-7-5-0-35-40-272,814,2500,252,23,35,1,0,0,0,0,0,0,0,0,1,697
2023-7-5-0-35-40-292,952,3100,330,23,35,1,0,0,0,0,0,0,0,0,1,696
2023-7-5-0-35-40-312,1111,3700,418,23,35,1,0,0,0,0,0,0,0,0,1,695
2023-7-5-0-35-40-332,1267,4300,502,23,35,1,0,0,0,0,0,0,0,0,1,693
2023-7-5-0-35-40-352,1367,5000,618,23,35,1,0,0,0,0,0,0,0,0,1,691
2023-7-5-0-35-40-372,1423,5500,724,23,35,1,0,0,0,0,0,0,0,0,1,689
2023-7-5-0-35-40-392,1417,5900,838,23,35,1,0,0,0,0,0,0,0,0,1,686
2023-7-5-0-35-40-412,1332,6100,945,23,35,1,0,0,0,0,0,0,0,0,1,682
2023-7-5-0-35-40-432,1193,6200,1047,23,35,1,0,0,0,0,0,0,0,0,1,679
2023-7-5-0-35-40-452,996,6100,1131,23,35,1,0,0,0,0,0,0,0,0,1,674
2023-7-5-0-35-40-472,791,6000,1188,23,35,1,0,0,0,0,0,0,0,0,1,670
2023-7-5-0-35-40-492,594,5800,1241,23,35,1,0,0,0,0,0,0,0,0,1,665
2023-7-5-0-35-40-512,444,5600,1273,23,35,1,0,0,0,0,0,0,0,0,1,659
2023-7-5-0-35-40-532,335,5400,1288,23,35,1,0,0,0,0,0,0,0,0,1,654
2023-7-5-0-35-40-552,262,5400,1305,23,35,1,0,0,0,0,0,0,0,0,1,649
2023-7-5-0-35-40-572,218,5300,1310,23,35,1,0,0,0,0,0,0,0,0,1,643
2023-7-5-0-35-40-592,197,5200,1302,23,35,1,0,0,0,0,0,0,0,0,1,638
2023-7-5-0-35-40-612,188,5200,1302,23,35,1,0,0,0,0,0,0,0,0,1,632
2023-7-5-0-35-40-632,179,5200,1304,23,35,1,0,0,0,0,0,0,0,0,1,627
2023-7-5-0-35-40-652,188,5200,1290,23,35,1,0,0,0,0,0,0,0,0,1,621
2023-7-5-0-35-40-672,209,5200,1292,23,35,1,0,0,0,0,0,0,0,0,1,616
2023-7-5-0-35-40-692,218,5200,1298,23,35,1,0,0,0,0,0,0,0,0,1,610
2023-7-5-0-35-40-712,220,5200,1298,23,35,1,0,0,0,0,0,0,0,0,1,605
2023-7-5-0-35-40-732,229,5300,1292,23,35,1,0,0,0,0,0,0,0,0,1,599
2023-7-5-0-35-40-752,244,5300,1297,23,35,1,0,0,0,0,0,0,0,0,1,594
2023-7-5-0-35-40-772,244,5300,1301,23,35,1,0,0,0,0,0,0,0,0,1,588
2023-7-5-0-35-40-792,253,5300,1291,23,35,1,0,0,0,0,0,0,0,0,1,583
2023-7-5-0-35-40-812,279,5300,1291,23,35,1,0,0,0,0,0,0,0,0,1,577
2023-7-5-0-35-40-832,300,5400,1283,23,35,1,0,0,0,0,0,0,0,0,1,572
2023-7-5-0-35-40-852,320,5400,1286,23,35,1,0,0,0,0,0,0,0,0,1,566
2023-7-5-0-35-40-872,338,5500,1292,23,35,1,0,0,0,0,0,0,0,0,1,561
2023-7-5-0-35-40-892,332,5500,1296,23,35,1,0,0,0,0,0,0,0,0,1,555
2023-7-5-0-35-40-912,335,5500,1296,23,35,1,0,0,0,0,0,0,0,0,1,550
2023-7-5-0-35-40-932,329,5500,1300,23,35,1,0,0,0,0,0,0,0,0,1,544
2023-7-5-0-35-40-952,312,5500,1316,23,35,1,0,0,0,0,0,0,0,0,1,539
2023-7-5-0-35-40-972,291,5500,1317,23,35,1,0,0,0,0,0,0,0,0,1,533
2023-7-5-0-35-40-992,279,5400,1319,23,35,1,0,0,0,0,0,0,0,0,1,528
2023-7-5-0-35-41-12,262,5400,1325,23,35,1,0,0,0,0,0,0,0,0,1,522
2023-7-5-0-35-41-32,253,5400,1319,23,35,1,0,0,0,0,0,0,0,0,1,517
2023-7-5-0-35-41-52,253,5400,1319,23,35,1,0,0,0,0,0,0,0,0,1,511
2023-7-5-0-35-41-72,253,5400,1319,23,35,1,0,0,0,0,0,0,0,0,1,506
2023-7-5-0-35-41-92,250,5400,1323,23,35,1,0,0,0,0,0,0,0,0,1,500
2023-7-5-0-35-41-112,250,5400,1319,23,35,1,0,0,0,0,0,0,0,0,1,494
2023-7-5-0-35-41-132,256,5400,1319,23,35,1,0,0,0,0,0,0,0,0,1,489
2023-7-5-0-35-41-152,256,5400,1319,23,35,1,0,0,0,0,0,0,0,0,1,483
2023-7-5-0-35-41-172,262,5400,1317,23,35,1,0,0,0,0,0,0,0,0,1,478
2023-7-5-0-35-41-192,262,5400,1317,23,35,1,0,0,0,0,0,0,0,0,1,472
2023-7-5-0-35-41-212,265,5400,1317,23,35,1,0,0,0,0,0,0,0,0,1,467
2023-7-5-0-35-41-232,267,5400,1317,23,35,1,0,0,0,0,0,0,0,0,1,461
2023-7-5-0-35-41-252,265,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,455
2023-7-5-0-35-41-272,259,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,450
2023-7-5-0-35-41-292,262,5400,1317,23,35,1,0,0,0,0,0,0,0,0,1,444
2023-7-5-0-35-41-312,262,5400,1317,23,35,1,0,0,0,0,0,0,0,0,1,439
2023-7-5-0-35-41-332,262,5400,1317,23,35,1,0,0,0,0,0,0,0,0,1,433
2023-7-5-0-35-41-352,273,5400,1311,23,35,1,0,0,0,0,0,0,0,0,1,428
2023-7-5-0-35-41-372,276,5400,1319,23,35,1,0,0,0,0,0,0,0,0,1,422
2023-7-5-0-35-41-392,270,5400,1319,23,35,1,0,0,0,0,0,0,0,0,1,416
2023-7-5-0-35-41-412,273,5400,1319,23,35,1,0,0,0,0,0,0,0,0,1,411
2023-7-5-0-35-41-432,270,5500,1319,23,35,1,0,0,0,0,0,0,0,0,1,405
2023-7-5-0-35-41-452,259,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,400
2023-7-5-0-35-41-472,262,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,394
2023-7-5-0-35-41-492,265,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,389
2023-7-5-0-35-41-512,265,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,383
2023-7-5-0-35-41-532,265,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,377
2023-7-5-0-35-41-552,265,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,372
2023-7-5-0-35-41-572,259,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,366
2023-7-5-0-35-41-592,262,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,361
2023-7-5-0-35-41-612,262,5400,1317,23,35,1,0,0,0,0,0,0,0,0,1,355
2023-7-5-0-35-41-632,259,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,349
2023-7-5-0-35-41-652,262,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,344
2023-7-5-0-35-41-672,259,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,338
2023-7-5-0-35-41-692,256,5400,1327,23,35,1,0,0,0,0,0,0,0,0,1,333
2023-7-5-0-35-41-712,247,5400,1323,23,35,1,0,0,0,0,0,0,0,0,1,327
2023-7-5-0-35-41-732,247,5400,1323,23,35,1,0,0,0,0,0,0,0,0,1,321
2023-7-5-0-35-41-752,250,5400,1323,23,35,1,0,0,0,0,0,0,0,0,1,316
2023-7-5-0-35-41-772,247,5400,1323,23,35,1,0,0,0,0,0,0,0,0,1,310
2023-7-5-0-35-41-792,253,5400,1323,23,35,1,0,0,0,0,0,0,0,0,1,305
2023-7-5-0-35-41-812,253,5400,1323,23,35,1,0,0,0,0,0,0,0,0,1,299
2023-7-5-0-35-41-832,244,5400,1325,23,35,1,0,0,0,0,0,0,0,0,1,294
2023-7-5-0-35-41-852,241,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,288
2023-7-5-0-35-41-872,241,5400,1321,23,35,1,0,0,0,0,0,0,0,0,1,282
2023-7-5-0-35-41-892,238,5400,1317,23,35,1,0,0,0,0,0,0,0,0,1,277
2023-7-5-0-35-41-912,235,5400,1313,23,35,1,0,0,0,0,0,0,0,0,1,271
2023-7-5-0-35-41-932,238,5300,1309,23,35,1,0,0,0,0,0,0,0,0,1,266
2023-7-5-0-35-41-952,232,5300,1312,23,35,1,0,0,0,0,0,0,0,0,1,260
2023-7-5-0-35-41-972,226,5300,1304,23,35,1,0,0,0,0,0,0,0,0,1,255
2023-7-5-0-35-41-992,226,5300,1296,23,35,1,0,0,0,0,0,0,0,0,1,249
2023-7-5-0-35-42-12,218,5300,1298,23,35,1,0,0,0,0,0,0,0,0,1,244
2023-7-5-0-35-42-32,209,5200,1292,23,35,1,0,0,0,0,0,0,0,0,1,238
2023-7-5-0-35-42-52,206,5200,1280,23,35,1,0,0,0,0,0,0,0,0,1,233
2023-7-5-0-35-42-72,200,5100,1268,23,35,1,0,0,0,0,0,0,0,0,1,227
2023-7-5-0-35-42-92,185,5100,1268,23,35,1,0,0,0,0,0,0,0,0,1,222
2023-7-5-0-35-42-112,170,5000,1254,23,35,1,0,0,0,0,0,0,0,0,1,216
2023-7-5-0-35-42-132,162,4900,1240,23,35,1,0,0,0,0,0,0,0,0,1,211
2023-7-5-0-35-42-152,153,4800,1212,23,35,1,0,0,0,0,0,0,0,0,1,206
2023-7-5-0-35-42-172,150,4700,1195,23,35,1,0,0,0,0,0,0,0,0,1,201
2023-7-5-0-35-42-192,138,4600,1173,23,35,1,0,0,0,0,0,0,0,0,1,196
2023-7-5-0-35-42-212,123,4500,1151,23,35,1,0,0,0,0,0,0,0,0,1,191
2023-7-5-0-35-42-232,109,4400,1133,23,35,1,0,0,0,0,0,0,0,0,1,186
2023-7-5-0-35-42-252,91,4300,1113,23,35,1,0,0,0,0,0,0,0,0,1,181
2023-7-5-0-35-42-272,71,4200,1092,23,35,1,0,0,0,0,0,0,0,0,1,176
2023-7-5-0-35-42-292,56,4100,1076,23,35,1,0,0,0,0,0,0,0,0,1,172
2023-7-5-0-35-42-312,44,4000,1062,23,35,1,0,0,0,0,0,0,0,0,1,167
2023-7-5-0-35-42-332,26,3900,1032,23,35,1,0,0,0,0,0,0,0,0,1,163
2023-7-5-0-35-42-352,12,3700,998,23,35,1,0,0,0,0,0,0,0,0,1,158
2023-7-5-0-35-42-372,6,3600,980,23,35,1,0,0,0,0,0,0,0,0,1,154
2023-7-5-0-35-42-392,0,3500,948,23,35,1,0,0,0,0,0,0,0,0,1,150
2023-7-5-0-35-42-412,0,3400,908,23,35,1,0,0,0,0,0,0,0,0,1,146
2023-7-5-0-35-42-432,0,3300,880,23,35,1,0,0,0,0,0,0,0,0,1,142
2023-7-5-0-35-42-452,0,3200,856,23,35,1,0,0,0,0,0,0,0,0,1,138
2023-7-5-0-35-42-472,0,3100,828,23,35,1,0,0,0,0,0,0,0,0,1,134
2023-7-5-0-35-42-492,0,2900,796,23,35,1,0,0,0,0,0,0,0,0,1,131
2023-7-5-0-35-42-512,0,2800,756,23,35,1,0,0,0,0,0,0,0,0,1,127
2023-7-5-0-35-42-532,0,2700,728,23,35,1,0,0,0,0,0,0,0,0,1,124
2023-7-5-0-35-42-552,0,2600,708,23,35,1,0,0,0,0,0,0,0,0,1,121
2023-7-5-0-35-42-572,0,2500,676,23,35,1,0,0,0,0,0,0,0,0,1,118
2023-7-5-0-35-42-592,0,2400,644,23,35,1,0,0,0,0,0,0,0,0,1,115
